Loai,Gia(USD),So phong ngu,So phong tam,Dien tich(feet),Khu vuc,Duong,Vi do,Kinh do,Khu vuc ma hoa,duong ma hoa
Condo for sale,378.888,1,1,718,Richmond County,Castleton Corners,40.6204781,-74.1109257,6,75
Condo for sale,750.0,3,2,1027,New York County,Manhattan,40.7929253,-73.9404138,1,4
Co-op for sale,775.0,1,1,2184,New York County,Manhattan,40.7845412,-73.981249,1,4
House for sale,698.888,3,2,1440,New York,Staten Island,40.571472,-74.1193966,0,1
Condo for sale,850.0,1,1,626,Kings County,Greenpoint,40.7322099,-73.9535842,3,99
Townhouse for sale,2999.999,4,3,2800,New York,Brooklyn,40.6736636,-73.9623858,0,3
Multi-family home for sale,1149.999,6,3,2184,New York,Queens,40.7320002,-73.7055812,0,11
Townhouse for sale,2025.0,2,2,1500,New York,Brooklyn,40.6756128,-74.0124872,0,3
Townhouse for sale,2695.0,3,2,1950,New York,Brooklyn,40.7135237,-73.942354,0,3
Co-op for sale,192.5,1,1,2184,Bronx County,Spuyten Duyvil,40.878087,-73.9170513,4,36
Co-op for sale,395.0,1,1,550,New York County,Manhattan,40.7867652,-73.9753353,1,4
Multi-family home for sale,1200.0,7,2,2184,New York,Brooklyn,40.6243164,-73.9136042,0,3
Co-op for sale,699.0,2,1,800,New York County,Manhattan,40.7896573,-73.9673229,1,4
Multi-family home for sale,649.0,4,2,2184,New York,Queens,40.5974508,-73.7983993,0,11
House for sale,689.0,3,2,1484,New York,Staten Island,40.6313071,-74.1356833,0,1
Co-op for sale,1895.0,3,2,2184,Kings County,Park Slope,40.6708384,-73.9812037,3,29
Condo for sale,668.0,2,2,2184,Queens County,Richmond Hill,40.7046248,-73.8349003,5,116
Condo for sale,2550.0,3,2,1525,New York County,Manhattan,40.7631417,-73.9906014,1,4
House for sale,1680.0,1,1,3536,New York,New York,40.8186279,-73.9460737,0,2
Condo for sale,799.0,1,1,684,New York County,Manhattan,40.746232,-73.978689,1,4
House for sale,680.0,3,2,2200,New York,Staten Island,40.5529274,-74.159159,0,1
Co-op for sale,1650.0,1,2,1000,New York County,Manhattan,40.7385868,-74.0078404,1,4
House for sale,580.0,6,3,2940,New York,Brooklyn,40.6609696,-73.9111929,0,3
Townhouse for sale,700.0,4,2,2266,New York,Brooklyn,40.6430292,-73.9248566,0,3
House for sale,550.0,3,2,1410,New York,Staten Island,40.5882303,-74.0975793,0,1
Townhouse for sale,315.0,3,2,1344,New York,Staten Island,40.6364,-74.154146,0,1
Condo for sale,1695.0,2,2,1117,Kings County,Williamsburg,40.7169665,-73.94377,3,23
Co-op for sale,385.0,2,1,2184,Kings County,Sunset Park,40.649346,-74.0086998,3,89
Townhouse for sale,2000.0,5,3,3024,New York,New York,40.808174,-73.951091,0,2
Co-op for sale,249.999,2,1,750,Kings County,Mill Basin,40.6152328,-73.9176941,3,101
House for sale,749.0,3,2,2184,New York,The Bronx,40.821432,-73.8474428,0,16
House for sale,220.0,3,2,1396,New York,Brooklyn,40.628358,-73.9339729,0,3
Co-op for sale,270.0,1,1,2184,Queens County,Bayside,40.779366,-73.7827644,5,39
House for sale,998.0,4,2,2184,New York,Queens,40.7593442,-73.7673557,0,11
Multi-family home for sale,1150.0,12,6,4125,New York,Brooklyn,40.702987,-73.9273005,0,3
House for sale,799.999,5,4,2288,New York,Staten Island,40.5546818,-74.1625533,0,1
Co-op for sale,395.0,3,1,2184,New York County,Manhattan,40.734266,-73.9987024,1,4
Condo for sale,2800.0,2,2,1188,New York County,Manhattan,40.792204,-73.9655642,1,4
Co-op for sale,329.888,3,1,2184,Queens County,Bayside,40.7790999,-73.78125,5,39
Co-op for sale,311.0,1,1,780,Kings County,Brighton Beach,40.5756277,-73.9667833,3,30
Condo for sale,649.0,3,2,804,Kings County,Bushwick,40.7031635,-73.9282437,3,46
Co-op for sale,159.0,1,1,800,Bronx County,Fordham Manor,40.8697508,-73.905391,4,98
House for sale,1148.0,3,2,1890,New York,Brooklyn,40.6130693,-74.0344829,0,3
Co-op for sale,669.0,3,2,1480,New York,Brooklyn,40.5894827,-73.9395372,0,3
Co-op for sale,305.0,1,1,750,Kings County,Bay Ridge,40.6347271,-74.036817,3,37
Co-op for sale,599.0,3,2,2184,Queens County,Bayside,40.7839299,-73.77643,5,39
House for sale,1375.0,3,2,1960,New York,Brooklyn,40.6600309,-73.9848315,0,3
Co-op for sale,339.0,2,2,906,New York,The Bronx,40.8224723,-73.81106,0,16
Condo for sale,849.5,2,2,975,New York County,Manhattan,40.7946402,-73.9434163,1,4
Contingent,379.0,4,1,1200,Richmond County,Mid Island,40.6384907,-74.0740254,6,25
Condo for sale,699.0,2,2,967,Queens County,Flushing,40.7684458,-73.8313888,5,8
Co-op for sale,565.0,1,1,2184,New York County,Manhattan,40.776443,-73.979985,1,4
Pending,750.0,4,3,2184,New York,Queens,40.6921975,-73.7287999,0,11
Multi-family home for sale,1250.0,9,3,3234,New York,The Bronx,40.8473243,-73.8633392,0,16
Condo for sale,999.0,2,2,1262,New York County,Manhattan,40.834716,-73.9481517,1,4
House for sale,1350.0,6,4,2184,New York,Queens,40.5997298,-73.7467974,0,11
House for sale,669.9,3,2,1376,New York,Queens,40.7077562,-73.7787888,0,11
Co-op for sale,399.0,3,1,2184,New York County,Manhattan,40.7497074,-73.9859244,1,4
Pending,779.0,5,3,2000,New York,Queens,40.6857875,-73.7538304,0,11
Multi-family home for sale,1200.0,5,2,2184,New York,Brooklyn,40.590395,-73.9412863,0,3
Co-op for sale,895.0,2,1,2184,New York County,Manhattan,40.7669715,-73.9674377,1,4
Condo for sale,369.0,3,1,2184,Kings County,Sunset Park,40.637981,-74.009565,3,89
Co-op for sale,299.0,1,1,750,Kings County,Bay Ridge,40.636031,-74.0365302,3,37
Pending,1780.0,4,3,2184,New York,The Bronx,40.9055018,-73.909935,0,16
House for sale,988.0,5,2,3244,New York,Brooklyn,40.6548876,-73.9275423,0,3
Co-op for sale,279.0,2,1,810,Queens County,Fresh Meadows,40.7365683,-73.7763893,5,41
Co-op for sale,285.0,3,1,2184,New York County,Manhattan,40.7772709,-73.9477614,1,4
House for sale,988.0,3,3,1311,New York,Queens,40.7615431,-73.8621447,0,11
Co-op for sale,735.0,1,1,800,New York County,Manhattan,40.7938201,-73.9713411,1,4
Co-op for sale,2950.0,2,2,2184,New York County,Manhattan,40.7267495,-73.9938034,1,4
Co-op for sale,899.0,2,1,2184,New York County,Manhattan,40.7661581,-73.985324,1,4
House for sale,850.0,4,2,2184,New York,Queens,40.7485831,-73.8010787,0,11
Multi-family home for sale,670.0,3,2,2184,New York,Brooklyn,40.6482878,-73.9246615,0,3
House for sale,968.0,4,2,2550,New York,The Bronx,40.8475868,-73.853875,0,16
Co-op for sale,320.0,2,2,1200,Bronx County,Pelham Bay,40.8455961,-73.8264218,4,60
Co-op for sale,228.888,1,1,900,Queens County,Jamaica,40.7097347,-73.8188287,5,35
Co-op for sale,199.888,2,1,2184,Queens County,Howard Beach,40.667401,-73.8470063,5,61
Multi-family home for sale,1430.0,6,4,2840,New York,The Bronx,40.8152387,-73.8219875,0,16
Multi-family home for sale,1350.888,4,3,2184,New York,Queens,40.7197495,-73.888525,0,11
Co-op for sale,699.0,2,1,1100,Kings County,Little Caribbean,40.6599761,-73.9622977,3,119
House for sale,699.0,3,2,1296,New York,Brooklyn,40.616513,-73.9172382,0,3
Co-op for sale,2000.0,3,2,1800,New York County,Manhattan,40.779073,-73.957175,1,4
Co-op for sale,538.888,3,2,1500,Queens County,Bayside,40.7807824,-73.7743544,5,39
Townhouse for sale,2450.0,5,2,2982,New York,Brooklyn,40.6813525,-73.9261641,0,3
House for sale,574.999,3,2,1040,New York,Staten Island,40.6194786,-74.077813,0,1
Co-op for sale,275.0,1,1,2184,Queens County,Forest Hills,40.7305839,-73.8503144,5,15
House for sale,1499.888,4,3,2688,New York,Queens,40.7735601,-73.7795242,0,11
Co-op for sale,270.0,3,1,275,Kings County,Park Slope,40.6692346,-73.9765732,3,29
House for sale,675.0,4,3,1832,New York,The Bronx,40.8672248,-73.8574241,0,16
Co-op for sale,149.0,1,1,750,Bronx County,East Bronx,40.9010021,-73.8627053,4,49
Co-op for sale,299.999,2,1,863,Bronx County,East Bronx,40.822441,-73.8110424,4,49
Co-op for sale,595.0,3,2,2184,Kings County,Bedford-Stuyvesant,40.6912661,-73.9418745,3,34
Co-op for sale,536.0,2,2,1200,Bronx County,Riverdale,40.8881345,-73.9162336,4,67
Co-op for sale,288.0,2,1,2184,Queens County,Bayside,40.7567043,-73.764352,5,39
House for sale,799.0,3,2,2050,New York,Brooklyn,40.6090065,-73.9307581,0,3
Co-op for sale,165.0,1,1,625,Bronx County,Parkchester,40.8344985,-73.8605246,4,50
Condo for sale,1475.0,2,2,1048,Kings County,Southside,40.7095127,-73.9677693,3,118
Condo for sale,595.0,3,1,721,New York County,Manhattan,40.7630313,-73.9492357,1,4
Multi-family home for sale,1090.0,12,6,4875,New York,Queens,40.7042392,-73.9113817,0,11
Pending,2499.0,6,2,4500,New York,Brooklyn,40.6266809,-73.9862742,0,3
House for sale,699.999,5,2,2218,New York,The Bronx,40.8602009,-73.8653147,0,16
House for sale,899.0,4,2,1672,New York,Queens,40.7114945,-73.8152211,0,11
House for sale,549.0,3,2,1152,New York,Staten Island,40.6144686,-74.1592392,0,1
House for sale,768.0,5,2,1870,New York,Staten Island,40.6329148,-74.1328734,0,1
House for sale,949.0,4,2,2476,New York,Staten Island,40.6006101,-74.1671861,0,1
Multi-family home for sale,980.0,6,3,2184,New York,Brooklyn,40.6615804,-73.8615475,0,3
Multi-family home for sale,849.0,8,3,4428,New York,The Bronx,40.8751331,-73.8687602,0,16
Co-op for sale,269.0,1,1,2184,New York,Queens,40.7272034,-73.8471901,0,11
House for sale,150.0,3,2,2184,New York,The Bronx,40.8693539,-73.8883183,0,16
Co-op for sale,770.0,2,1,2184,New York County,Manhattan,40.7849377,-73.9729247,1,4
Multi-family home for sale,750.0,1,1,630,New York County,Manhattan,40.8032133,-73.9648078,1,4
House for sale,638.0,3,2,1728,Bronx County,East Bronx,40.814845,-73.8159564,4,49
Co-op for sale,199.0,1,1,2184,Queens County,Flushing,40.7288599,-73.82754,5,8
Co-op for sale,239.0,1,1,801,Queens County,Glen Oaks,40.7577991,-73.7159564,5,40
House for sale,693.0,4,2,2184,New York,Queens,40.6775526,-73.7497393,0,11
Multi-family home for sale,1150.0,5,3,2184,New York,Queens,40.7313782,-73.8848912,0,11
Co-op for sale,549.0,1,1,2184,New York County,Manhattan,40.7380264,-74.0053843,1,4
House for sale,889.0,3,2,2184,New York,Queens,40.7631381,-73.8622145,0,11
Multi-family home for sale,1075.0,7,3,2000,New York,Brooklyn,40.6489509,-74.014767,0,3
Co-op for sale,155.0,3,1,2184,Queens County,Jamaica,40.714825,-73.795696,5,35
Co-op for sale,349.0,2,1,800,New York,Brooklyn,40.6699639,-73.9428018,0,3
Co-op for sale,825.0,2,1,2184,New York County,Manhattan,40.7991571,-73.9690321,1,4
Condo for sale,215.0,2,1,789,New York,The Bronx,40.8396335,-73.8563772,0,16
House for sale,1099.0,3,2,2700,New York,Brooklyn,40.6190264,-73.9056582,0,3
Townhouse for sale,2900.0,3,3,1979,New York County,Manhattan,40.7525683,-73.9678256,1,4
Condo for sale,215.0,2,1,789,New York,The Bronx,40.8396335,-73.8563772,0,16
Co-op for sale,825.0,2,1,2184,New York County,Manhattan,40.7991571,-73.9690321,1,4
Co-op for sale,349.0,2,1,800,New York,Brooklyn,40.6699639,-73.9428018,0,3
Pending,555.0,3,1,1504,New York,Queens,40.7058612,-73.8565972,0,11
Multi-family home for sale,697.777,3,2,2184,New York,Queens,40.6734914,-73.8196602,0,11
House for sale,850.0,3,2,1152,New York,Staten Island,40.5903464,-74.1630923,0,1
Contingent,1175.0,3,3,2774,New York,Staten Island,40.6069353,-74.0933004,0,1
Co-op for sale,545.0,1,1,2184,New York County,Manhattan,40.7763285,-73.9475088,1,4
Condo for sale,749.0,1,2,879,Queens County,Astoria,40.7755682,-73.9032112,5,92
Townhouse for sale,549.999,3,2,1677,Richmond County,Mariners Harbor,40.6280768,-74.1576108,6,21
Condo for sale,365.0,3,2,920,Bronx County,East Bronx,40.815638,-73.8244344,4,49
Condo for sale,695.0,2,2,845,Kings County,Bedford-Stuyvesant,40.6886854,-73.9402301,3,34
Multi-family home for sale,848.0,5,2,2184,New York,Queens,40.5939687,-73.7588867,0,11
Condo for sale,699.0,3,2,1779,Kings County,Bensonhurst,40.6104361,-73.9779065,3,97
Co-op for sale,1075.0,2,2,1250,New York County,Manhattan,40.7487581,-73.9782786,1,4
Pending,998.0,3,2,1600,New York County,Manhattan,40.7917785,-73.9406204,1,4
Condo for sale,540.0,3,2,2184,Richmond County,Castleton Corners,40.6261372,-74.1267716,6,75
Co-op for sale,165.0,3,1,550,Bronx County,Spuyten Duyvil,40.878087,-73.9170513,4,36
Condo for sale,779.0,1,1,517,New York County,Manhattan,40.7835114,-73.9776775,1,4
Condo for sale,1399.999,2,2,1041,New York County,Manhattan,40.7462651,-73.972462,1,4
Co-op for sale,569.0,3,2,2184,Queens County,Woodside,40.7511899,-73.90201,5,87
House for sale,285.0,3,2,1536,New York,Staten Island,40.6423112,-74.0943328,0,1
Condo for sale,199.999,1,1,750,Kings County,Little Caribbean,40.655858,-73.9377831,3,119
Condo for sale,569.0,1,1,490,Queens County,Flushing,40.7576255,-73.8231097,5,8
Pending,345.0,2,1,975,Bronx County,Spuyten Duyvil,40.8828679,-73.9112962,4,36
House for sale,1448.0,3,2,2184,New York,Queens,40.7895173,-73.8063176,0,11
Co-op for sale,183.0,1,1,831,Bronx County,East Bronx,40.8552565,-73.8693804,4,49
Condo for sale,1995.0,5,4,3075,Bronx County,Riverdale,40.8879309,-73.9121663,4,67
Townhouse for sale,2250.0,5,3,2105,New York,Brooklyn,40.6764588,-73.982188,0,3
Condo for sale,650.0,3,2,1632,New York,Staten Island,40.577069,-74.161888,0,1
Multi-family home for sale,785.0,7,3,3388,New York,The Bronx,40.8423282,-73.8710228,0,16
House for sale,2599.999,6,6,6353,New York,Staten Island,40.5920591,-74.1031199,0,1
Co-op for sale,1850.0,5,3,3000,Queens County,Flushing,40.7213129,-73.8450098,5,8
Condo for sale,435.0,1,1,661,Queens County,Forest Hills,40.7198175,-73.8412403,5,15
Multi-family home for sale,1899.0,8,4,2184,New York,Brooklyn,40.689822,-73.9156171,0,3
Pending,875.0,6,2,2340,New York,The Bronx,40.8661368,-73.8400914,0,16
Condo for sale,1479.0,2,1,2184,New York County,Manhattan,40.7375223,-73.9849542,1,4
Co-op for sale,2250.0,3,2,2025,New York County,Manhattan,40.7540096,-73.9637466,1,4
Condo for sale,799.0,2,2,922,New York County,Manhattan,40.8138919,-73.9476673,1,4
Co-op for sale,205.0,1,1,1000,Bronx County,Fieldston,40.8850075,-73.9070017,4,64
House for sale,897.0,3,2,1664,New York,Brooklyn,40.6137691,-73.9416652,0,3
Co-op for sale,1195.0,1,2,2184,New York County,Manhattan,40.769824,-73.9571759,1,4
Multi-family home for sale,1100.0,6,3,2184,New York,Brooklyn,40.6800424,-73.8830327,0,3
Townhouse for sale,1999.0,5,4,3000,New York,Brooklyn,40.6735597,-74.0004525,0,3
Multi-family home for sale,1215.0,13,7,5250,New York,The Bronx,40.823763,-73.8695469,0,16
House for sale,1250.0,3,2,2110,New York,Brooklyn,40.5866351,-73.9436164,0,3
Co-op for sale,575.0,3,2,1350,Queens County,Forest Hills,40.7313424,-73.8489073,5,15
Co-op for sale,399.0,1,1,2184,New York County,Manhattan,40.7763285,-73.9475088,1,4
Pending,1245.0,4,3,2388,United States,Richmond County,40.5771597,-74.123973,7,28
Condo for sale,798.0,2,2,1190,Queens County,Bayside,40.7885879,-73.7872455,5,39
House for sale,475.0,5,2,1790,New York,The Bronx,40.8102903,-73.8573667,0,16
Condo for sale,399.0,1,1,616,Queens County,Elmhurst,40.7301358,-73.871999,5,9
House for sale,780.0,3,3,1344,New York,Queens,40.6891418,-73.8510191,0,11
Condo for sale,450.0,1,1,776,Richmond County,Mid Island,40.6403656,-74.0737574,6,25
Multi-family home for sale,889.0,6,3,2184,New York,Queens,40.6736135,-73.8061338,0,11
House for sale,765.0,3,4,1888,New York,Staten Island,40.6311627,-74.1422028,0,1
Co-op for sale,399.0,3,2,1492,Queens County,Bayside,40.7812699,-73.78434,5,39
Co-op for sale,585.0,1,1,2184,New York County,Manhattan,40.7836953,-73.9760584,1,4
Co-op for sale,585.0,1,1,2184,New York County,Manhattan,40.7836953,-73.9760584,1,4
Multi-family home for sale,1450.0,12,6,2184,New York,Queens,40.7030602,-73.8898385,0,11
Multi-family home for sale,1388.888,6,3,2160,New York,Brooklyn,40.5920325,-73.9491964,0,3
Multi-family home for sale,779.0,4,2,2184,New York,Queens,40.6847739,-73.8261116,0,11
Co-op for sale,395.0,3,1,2184,New York County,Manhattan,40.7758661,-73.981473,1,4
House for sale,948.0,4,2,1492,New York,Brooklyn,40.6090003,-74.0081041,0,3
Condo for sale,550.0,1,1,720,Queens County,Elmhurst,40.7392191,-73.874525,5,9
Co-op for sale,549.999,3,1,1020,Queens County,Jackson Heights,40.7517899,-73.88467,5,18
Multi-family home for sale,950.0,6,3,2184,New York,Brooklyn,40.6489264,-73.9197127,0,3
Townhouse for sale,2295.0,5,4,4043,New York,Brooklyn,40.6812265,-73.9337663,0,3
Multi-family home for sale,799.0,6,4,2200,New York,Queens,40.598207,-73.7911759,0,11
Condo for sale,290.9,2,1,850,Bronx County,North Riverdale,40.9058413,-73.8981827,4,13
Condo for sale,474.9,2,2,1054,Bronx County,Riverdale,40.8847442,-73.9132482,4,67
Co-op for sale,365.0,1,1,2184,New York County,Manhattan,40.7187352,-73.9847294,1,4
Co-op for sale,199.0,1,1,2184,Bronx County,Spuyten Duyvil,40.8789773,-73.916004,4,36
Condo for sale,480.0,1,1,506,Kings County,Homecrest,40.6098786,-73.9536851,3,85
Co-op for sale,1450.0,2,1,2184,New York,New York,40.7355671,-74.0044939,0,2
House for sale,695.0,3,2,2184,New York,Queens,40.6950378,-73.8602956,0,11
House for sale,1249.0,3,4,2400,New York,The Bronx,40.8533232,-73.8509691,0,16
House for sale,635.0,3,2,1200,New York,Brooklyn,40.6322163,-73.894288,0,3
House for sale,1759.0,3,2,2100,Kings County,Kensington,40.643712,-73.976793,3,55
Co-op for sale,499.0,2,1,2184,Kings County,Williamsburg,40.7109875,-73.9577649,3,23
Multi-family home for sale,999.0,3,6,2184,New York,Brooklyn,40.661217,-73.9412284,0,3
Townhouse for sale,2175.0,5,2,3317,New York,Brooklyn,40.6920744,-73.912766,0,3
Co-op for sale,639.0,3,2,2184,New York,Queens,40.7447145,-73.8835344,0,11
Multi-family home for sale,999.0,3,6,2184,New York,Brooklyn,40.661217,-73.9412284,0,3
Co-op for sale,1099.0,2,1,2184,Kings County,Fort Greene,40.6876421,-73.9721671,3,120
Condo for sale,318.0,1,1,638,New York,Staten Island,40.5698778,-74.1224355,0,1
Co-op for sale,475.0,3,1,2184,New York County,Manhattan,40.7383084,-74.0046097,1,4
Multi-family home for sale,875.0,4,2,2034,New York,The Bronx,40.8664714,-73.845984,0,16
Multi-family home for sale,739.9,4,2,2000,New York,Staten Island,40.6066581,-74.1639294,0,1
Co-op for sale,409.0,2,1,2184,Queens County,Forest Hills,40.7236399,-73.84481,5,15
Condo for sale,275.0,2,2,969,Kings County,Bergen Beach,40.6280579,-73.9171101,3,112
Multi-family home for sale,989.0,4,4,2184,New York,Queens,40.6751744,-73.8037556,0,11
Townhouse for sale,1750.0,9,8,5000,New York,Brooklyn,40.7162658,-73.94726,0,3
Co-op for sale,285.0,3,1,2184,New York County,Manhattan,40.7489931,-73.97025,1,4
Pending,695.0,2,2,1200,Kings County,Fort Hamilton,40.6249201,-74.0404698,3,12
Co-op for sale,435.0,2,1,925,New York,Queens,40.7232542,-73.8576166,0,11
Co-op for sale,220.0,2,1,922,Bronx County,Norwood,40.8758111,-73.8765929,4,81
House for sale,1988.8,3,4,2071,New York County,Manhattan,40.7400544,-73.9903941,1,4
Co-op for sale,3300.0,2,2,2184,New York County,Manhattan,40.769433,-73.9683331,1,4
Co-op for sale,135.0,1,1,792,Queens County,Far Rockaway,40.6030799,-73.74755,5,107
Co-op for sale,468.0,2,1,1200,Queens County,Elmhurst,40.7455899,-73.8778899,5,9
Co-op for sale,318.0,1,1,748,Queens County,Flushing,40.7604949,-73.7815883,5,8
Condo for sale,649.0,2,1,705,Queens County,Astoria,40.7715328,-73.9273805,5,92
House for sale,1875.0,3,2,1496,New York,Brooklyn,40.6246037,-74.0368286,0,3
House for sale,1350.0,3,2,1584,New York,Brooklyn,40.6096678,-73.9511136,0,3
Co-op for sale,899.0,1,2,2184,New York County,Manhattan,40.7926602,-73.9663357,1,4
House for sale,799.0,3,2,1816,New York,Staten Island,40.5557686,-74.1327357,0,1
Pending,464.998,2,2,1657,Kings County,Gravesend,40.5855624,-73.9669734,3,74
Co-op for sale,1995.0,2,2,1200,New York County,Manhattan,40.773416,-73.979787,1,4
Condo for sale,504.0,3,2,1004,Bronx County,East Bronx,40.8688161,-73.8356153,4,49
Co-op for sale,1295.0,2,1,2184,New York County,Manhattan,40.7359888,-74.0091474,1,4
Co-op for sale,1995.0,2,2,1200,New York County,Manhattan,40.773416,-73.979787,1,4
Pending,464.998,2,2,1657,Kings County,Gravesend,40.5855624,-73.9669734,3,74
Pending,699.0,3,2,864,New York,Staten Island,40.5594124,-74.1258541,0,1
Multi-family home for sale,949.0,7,3,2745,New York,The Bronx,40.8136198,-73.8633277,0,16
Pending,1488.0,2,2,1464,New York,Brooklyn,40.6171732,-74.0169489,0,3
Foreclosure,800.0,5,2,1584,New York,Staten Island,40.6375111,-74.0852471,0,1
Co-op for sale,319.999,1,1,660,Kings County,Homecrest,40.6077014,-73.958782,3,85
Condo for sale,999.0,3,2,1301,Kings County,Bensonhurst,40.6116529,-73.978693,3,97
Co-op for sale,475.0,1,1,950,Queens County,Jackson Heights,40.75054,-73.8885096,5,18
Co-op for sale,399.0,3,1,2184,New York County,Manhattan,40.7738633,-73.9465735,1,4
