Loai,Gia(USD),So phong ngu,So phong tam,Dien tich(feet),Khu vuc,Duong,Vi do,Kinh do
Multi-family home for sale,2.28,6,5,2184,New York,Queens,40.7472951,-73.8164494
Multi-family home for sale,0.625,5,2,2184,New York,Brooklyn,40.6921071,-73.9400823
House for sale,0.27,4,2,2000,New York,The Bronx,40.8550515,-73.8852304
Foreclosure,0.605,4,2,1344,New York,Staten Island,40.5909939,-74.0662942
House for sale,0.529,3,2,1150,New York,Staten Island,40.635324,-74.133679
Townhouse for sale,1.05,4,1,2184,New York,Brooklyn,40.6701878,-73.9595284
Co-op for sale,0.225,3,1,2184,New York County,Manhattan,40.7992319,-73.9526079
Townhouse for sale,1.049,3,1,1224,New York,Queens,40.7207542,-73.8537801
Co-op for sale,0.259,1,1,2184,Queens County,Jackson Heights,40.7488599,-73.8926999
House for sale,0.599,3,2,2184,New York,Brooklyn,40.6645719,-73.8995034
Contingent,0.675,3,1,1316,New York,Staten Island,40.630475,-74.100665
Contingent,0.789,4,2,1871,New York,Staten Island,40.5248784,-74.2121776
Multi-family home for sale,0.998,6,3,1872,New York,Queens,40.7086372,-73.9026067
Multi-family home for sale,0.889,6,2,2280,New York,The Bronx,40.8368581,-73.8449273
House for sale,0.825,2,2,1820,New York,Brooklyn,40.6163169,-73.9981652
Multi-family home for sale,0.5999990000000001,6,2,3490,New York,Brooklyn,40.6649303,-73.8670719
House for sale,0.649,3,2,1064,New York,Brooklyn,40.6215026,-73.9066372
Multi-family home for sale,0.989,8,5,3960,New York,The Bronx,40.8807579,-73.8418489
Condo for sale,0.357,3,1,1100,Bronx County,Parkchester,40.8389829,-73.8601515
Co-op for sale,0.11988800000000001,1,1,2184,Queens County,Corona,40.7582228,-73.8559216
Multi-family home for sale,1.099999,4,2,2185,New York,The Bronx,40.8135939,-73.8019007
House for sale,0.749,2,1,2184,New York,Queens,40.7236718,-73.8030548
Multi-family home for sale,0.589999,4,2,1680,New York,Staten Island,40.6314894,-74.1348461
House for sale,0.749,3,2,1332,New York,Staten Island,40.6155772,-74.1364517
Condo for sale,0.499,3,2,1156,Queens County,Ozone Park,40.6726721,-73.8496745
House for sale,0.859,3,3,2184,New York,Queens,40.71176,-73.753743
Pending,0.5999990000000001,2,2,2184,Kings County,Sheepshead Bay,40.5887895,-73.9452357
House for sale,0.899,3,2,1324,New York,Brooklyn,40.6055237,-73.9143161
Co-op for sale,0.315,2,1,850,Kings County,Mill Basin,40.6142504,-73.9196974
House for sale,1.999999,5,2,5301,New York,Staten Island,40.6071393,-74.097086
House for sale,0.95,4,3,1746,New York,Queens,40.7107548,-73.7320869
House for sale,1.399,5,3,3375,New York,Queens,40.6491159,-73.8389887
Condo for sale,0.595,3,1,660,New York County,Manhattan,40.7059312,-74.0093393
House for sale,1.618,5,2,2200,New York,Brooklyn,40.6148883,-73.9078973
Pending,0.485,6,3,2184,New York,The Bronx,40.8781862,-73.8523657
Contingent,0.748,3,2,1592,New York,Staten Island,40.5342218,-74.2016301
Multi-family home for sale,1.1,3,2,1928,New York,Staten Island,40.5142085,-74.2505102
Co-op for sale,0.659,1,1,440,Kings County,Cobble Hill,40.6867525,-73.996485
Multi-family home for sale,1.099,6,3,2018,New York,Queens,40.7385519,-73.8545527
Condo for sale,0.319,2,2,1102,New York,The Bronx,40.806951,-73.853401
Multi-family home for sale,0.999,9,3,3168,New York,The Bronx,40.8474641,-73.9177608
Co-op for sale,0.398,3,2,1571,Queens County,Jamaica,40.7125699,-73.79318
Co-op for sale,0.249,3,1,500,New York County,Manhattan,40.8717961,-73.916064
Multi-family home for sale,1.299,3,2,2648,New York,Queens,40.7544269,-73.8114185
House for sale,0.75,5,3,1500,New York,Queens,40.6693291,-73.7924388
Multi-family home for sale,1.1,5,3,1916,New York,Brooklyn,40.6183626,-73.9260392
House for sale,1.275,3,4,2380,New York,Staten Island,40.5393625,-74.214287
House for sale,0.689,2,2,750,New York,Brooklyn,40.5817208,-73.9645608
Co-op for sale,0.32,1,1,2184,New York,Queens,40.7192438,-73.8499268
Multi-family home for sale,1.399,6,5,2500,New York,Queens,40.6717866,-73.7955639
House for sale,0.395,2,2,1089,New York,The Bronx,40.807051,-73.853819
House for sale,1.25,4,2,2273,New York,The Bronx,40.8976524,-73.9019402
Co-op for sale,0.719,3,2,1440,Queens County,Forest Hills,40.721289,-73.8403901
Multi-family home for sale,0.795,3,4,1171,New York,The Bronx,40.8809803,-73.9074446
Multi-family home for sale,1.175,6,5,2184,New York,Queens,40.6820237,-73.800217
Townhouse for sale,2.5,3,4,2201,New York,New York,40.741725,-73.9786641
Multi-family home for sale,0.85,3,2,1600,New York,Brooklyn,40.5776897,-74.0072206
House for sale,1.35,4,2,2948,New York,The Bronx,40.8548137,-73.8500157
House for sale,0.929,5,2,2200,New York,Staten Island,40.5592121,-74.1263587
Townhouse for sale,0.54999,3,2,2184,New York,Staten Island,40.5610279,-74.1050355
Multi-family home for sale,1.55,6,6,2184,New York,Brooklyn,40.5757051,-74.0098832
Co-op for sale,0.265,1,1,2184,New York County,Manhattan,40.8003865,-73.9443376
House for sale,0.879,4,2,1630,New York,Queens,40.7282179,-73.8032584
Land for sale,1.2,3,2,2184,New York,New York,40.797735,-73.933806
Co-op for sale,0.325,2,1,2184,Queens County,Floral Park,40.7427699,-73.70245
House for sale,0.755,2,2,2184,New York,Queens,40.7565607,-73.7796734
Co-op for sale,0.325,2,2,2184,Bronx County,Fieldston,40.8890553,-73.9033819
Co-op for sale,1.395,2,1,2184,New York County,Manhattan,40.7134524,-74.0070904
House for sale,0.649,3,2,980,New York,Staten Island,40.5434215,-74.174846
House for sale,0.499999,2,1,800,New York,Staten Island,40.594453,-74.1889609
Multi-family home for sale,0.999998,4,4,2720,New York,Staten Island,40.5862681,-74.1585168
Multi-family home for sale,1.358,6,3,2184,New York,Brooklyn,40.6871306,-73.9215141
House for sale,1.65,5,4,2184,New York,The Bronx,40.8806865,-73.9157055
Co-op for sale,0.68,1,1,2184,Kings County,Brooklyn Heights,40.6915357,-73.9956516
Co-op for sale,0.25888799999999995,1,1,650,Kings County,Fort Hamilton,40.617279,-74.0267532
Townhouse for sale,0.66,3,2,1283,New York,The Bronx,40.851494,-73.8492232
Co-op for sale,0.3,1,1,2184,New York County,Manhattan,40.7719231,-73.955157
Townhouse for sale,0.31888799999999995,2,2,1270,New York,Staten Island,40.6384591,-74.1646633
Co-op for sale,0.33,1,2,2184,New York County,Manhattan,40.7595774,-73.964779
Condo for sale,0.747,11,1,747,New York County,Manhattan,40.7942099,-73.9636725
House for sale,0.699,2,2,2184,New York,Queens,40.7037872,-73.8752532
Co-op for sale,0.875,1,1,2184,New York County,Manhattan,40.7769649,-73.9769247
Co-op for sale,0.385,2,2,1100,Bronx County,Spuyten Duyvil,40.8827696,-73.9148245
Co-op for sale,0.985,3,2,2184,Queens,35th Avenue,40.7518439,-73.8822788
Co-op for sale,0.349,1,1,1017,Queens County,Rockaway Park,40.5781687,-73.8586706
House for sale,0.968,3,2,1344,New York,Queens,40.7309404,-73.8683812
Condo for sale,0.569,2,2,2184,Queens County,Forest Hills,40.7332174,-73.8448704
Condo for sale,0.238,1,1,650,Richmond County,Shore Acres,40.6109595,-74.060351
Multi-family home for sale,1.2,6,6,5712,New York,Queens,40.7023326,-73.8891107
House for sale,0.9116000000000001,3,2,1596,New York,Queens,40.7685072,-73.8246067
House for sale,0.598,3,2,1144,New York,The Bronx,40.87796,-73.9011666
Condo for sale,0.472,1,1,700,Queens County,Elmhurst,40.73531,-73.8812513
House for sale,0.549,1,2,2184,New York,Queens,40.669243,-73.809973
Condo for sale,0.472,1,1,700,Queens County,Elmhurst,40.73531,-73.8812513
House for sale,0.598,3,2,1144,New York,The Bronx,40.87796,-73.9011666
House for sale,1.085,5,3,1200,New York,Brooklyn,40.618311,-73.997597
Multi-family home for sale,0.68,3,2,1535,New York,Brooklyn,40.6713695,-73.869277
Condo for sale,0.2,1,2,637,New York,The Bronx,40.8389649,-73.8613485
Co-op for sale,0.21,2,1,1000,Queens County,Flushing,40.734848,-73.8232512
Townhouse for sale,0.525,2,2,996,New York,Staten Island,40.546286,-74.195582
Multi-family home for sale,0.999,5,3,2184,New York,Brooklyn,40.6207744,-73.9055089
Multi-family home for sale,1.799,3,1,5400,Richmond County,New Dorp,40.5767317,-74.1187369
Townhouse for sale,1.9,9,5,5000,New York,New York,40.8082842,-73.9412356
House for sale,0.519,3,2,1200,New York,Queens,40.651735,-73.830298
House for sale,0.7289,4,1,960,New York,Staten Island,40.6163157,-74.1248333
Co-op for sale,0.549,2,1,2184,New York,Queens,40.7201292,-73.8398387
Pending,2.3,6,2,4346,New York,Staten Island,40.5274146,-74.179841
Co-op for sale,0.299999,2,2,1300,Queens County,Bayside,40.7808597,-73.7834998
Pending,1.8,7,4,2832,New York,Brooklyn,40.6331671,-73.9597006
Co-op for sale,1.195,2,2,2184,New York County,Manhattan,40.7361476,-73.9955368
Co-op for sale,0.2,1,1,2184,Queens County,Elmhurst,40.7304899,-73.8735933
Pending,2.3,6,2,4346,New York,Staten Island,40.5274146,-74.179841
Pending,1.8,7,4,2832,New York,Brooklyn,40.6331671,-73.9597006
Co-op for sale,0.299999,2,2,1300,Queens County,Bayside,40.7808597,-73.7834998
Condo for sale,0.599,2,2,1095,Kings County,Coney Island,40.5784256,-73.9853674
Co-op for sale,1.775,2,2,2184,New York County,Manhattan,40.7261696,-74.0013901
Multi-family home for sale,1.059,6,3,2184,New York,Brooklyn,40.6830732,-73.8797396
House for sale,1.2888879999999998,3,4,1672,New York,Staten Island,40.6069525,-74.1016936
Multi-family home for sale,1.2999990000000001,8,4,3448,New York,Brooklyn,40.6259736,-73.9141206
House for sale,1.399999,3,2,2700,New York,Staten Island,40.5116874,-74.2388187
House for sale,0.725,3,2,2410,New York,The Bronx,40.8965547,-73.8476725
Co-op for sale,0.2325,1,1,2184,Queens County,Kew Gardens,40.7121373,-73.8277084
Co-op for sale,0.25,3,1,2184,New York County,Manhattan,40.7992319,-73.9526079
House for sale,0.639,2,2,862,New York,Brooklyn,40.6175251,-73.9255226
House for sale,0.95,4,4,2060,New York,Queens,40.7884912,-73.8515778
Co-op for sale,0.43,2,1,2184,Queens County,Flushing,40.7472542,-73.8978152
Co-op for sale,0.299,3,1,2184,United States,New York County,40.7488491,-73.9716161
Co-op for sale,0.279,3,1,1400,New York,The Bronx,40.8563536,-73.865974
House for sale,1.725,3,2,1508,New York,Brooklyn,40.6208655,-74.036863
Multi-family home for sale,1.698,4,4,3620,New York,Staten Island,40.5357703,-74.1849822
House for sale,0.438,2,2,1354,New York,Staten Island,40.5628043,-74.1853825
Co-op for sale,0.1,3,1,512,Queens County,Far Rockaway,40.6042895,-73.7478287
Co-op for sale,0.299,1,1,2184,Queens County,Jackson Heights,40.7490984,-73.8849909
Condo for sale,0.625,2,2,995,Queens County,Bayside,40.7780359,-73.7808993
House for sale,0.35,3,2,1520,New York,Brooklyn,40.6758271,-73.8828978
Co-op for sale,0.699999,3,2,2184,Kings County,Crown Heights,40.6672186,-73.9566539
Co-op for sale,0.529,1,1,2184,New York County,Manhattan,40.7371253,-73.9806613
House for sale,0.599,3,2,1208,New York,Queens,40.6892122,-73.8634426
Co-op for sale,0.2799,1,1,900,Bronx County,Concourse Village,40.8301222,-73.9202611
Co-op for sale,0.165,1,1,875,Bronx County,East Bronx,40.8994229,-73.8706379
Co-op for sale,0.27,1,1,2184,Kings County,Bensonhurst,40.6047809,-73.9920476
Condo for sale,0.625,2,1,825,Queens County,Long Island City,40.744346,-73.957101
Co-op for sale,0.2799,1,1,900,Bronx County,Concourse Village,40.8301222,-73.9202611
Pending,1.97,4,4,3111,New York,Queens,40.7800183,-73.7514697
Multi-family home for sale,0.58,5,2,1780,New York,Brooklyn,40.5874424,-73.9675716
Condo for sale,0.979,3,2,1272,Kings County,Bay Ridge,40.6295982,-74.0275565
Co-op for sale,0.269,2,1,2184,New York County,Manhattan,40.8099353,-73.9377818
House for sale,1.7,3,4,2184,New York,Queens,40.6693668,-73.7996259
Co-op for sale,0.499,2,2,2184,New York County,Manhattan,40.7762825,-73.9453865
House for sale,1.6998879999999998,3,3,2275,New York,Queens,40.6556445,-73.848959
House for sale,0.499,4,2,1752,New York,The Bronx,40.8717268,-73.9050847
Multi-family home for sale,1.25,6,2,3312,New York,Queens,40.7459265,-73.868944
Co-op for sale,0.245,2,1,900,Kings County,Gerritsen Beach,40.6014996,-73.9324298
House for sale,2.35,5,4,4270,New York,Staten Island,40.5251737,-74.2176044
Co-op for sale,0.425,3,1,450,New York County,Manhattan,40.7464807,-74.0018835
House for sale,0.799,3,2,2340,New York,Staten Island,40.5887913,-74.1444799
Multi-family home for sale,0.725,4,2,1700,New York,Brooklyn,40.6681943,-73.8749046
House for sale,1.499999,5,3,2184,New York,Queens,40.695043,-73.832656
House for sale,1.25,4,3,2184,New York,Queens,40.7684367,-73.7969886
House for sale,1.199,4,1,1840,New York,Brooklyn,40.6165131,-74.0045846
Condo for sale,0.719,3,2,2184,Queens County,Beechhurst,40.7964178,-73.8058096
Co-op for sale,0.169,3,1,2184,Queens County,Forest Hills,40.7205894,-73.8359422
Co-op for sale,0.099,1,1,850,Bronx County,Highbridge,40.83645,-73.924271
House for sale,0.399,3,2,1601,New York,Queens,40.7115495,-73.7464296
Condo for sale,1.3,2,2,1140,New York County,Manhattan,40.7945469,-73.9649582
Multi-family home for sale,0.888,5,4,2184,New York,Brooklyn,40.6741308,-73.8908415
Multi-family home for sale,1.3088879999999998,4,3,2184,New York,Queens,40.7836228,-73.8141298
House for sale,1.265,3,2,2184,New York,Queens,40.7151328,-73.8834603
Condo for sale,0.558,1,1,751,Kings County,Fort Hamilton,40.619526,-74.0311577
House for sale,1.28,4,2,2340,New York,Queens,40.7690548,-73.7444989
Co-op for sale,0.429,2,2,1450,The Bronx,Henry Hudson Parkway,40.8868607,-73.9129726
Condo for sale,0.3999,2,2,853,Richmond County,New Springville,40.5803785,-74.1578058
House for sale,0.49989999999999996,3,1,1040,New York,Staten Island,40.6281869,-74.1606727
Co-op for sale,0.429,2,2,1450,The Bronx,Henry Hudson Parkway,40.8868607,-73.9129726
Multi-family home for sale,2.489,4,4,2334,New York,Brooklyn,40.671985,-73.9889397
Condo for sale,0.2555,1,1,950,Richmond County,Rosebank,40.6077498,-74.0743086
Condo for sale,0.395,3,1,2184,New York County,Manhattan,40.778484,-73.9524912
Multi-family home for sale,1.09,5,3,2184,New York,Queens,40.7922364,-73.8405165
Multi-family home for sale,0.4713,4,2,2175,New York,Brooklyn,40.6629386,-73.8878146
House for sale,1.089,4,2,1720,New York,Brooklyn,40.6275081,-74.018889
Co-op for sale,0.22,1,1,500,Kings County,Crown Heights,40.6699448,-73.9429395
Co-op for sale,0.295,2,1,950,New York,Queens,40.6778447,-73.7335012
House for sale,1.375,5,4,2704,New York,Staten Island,40.606711,-74.1447092
Co-op for sale,0.399,2,2,1050,Kings County,Coney Island,40.5776924,-73.9737314
Co-op for sale,0.219999,2,1,800,Bronx County,Kingsbridge,40.8833792,-73.907461
Co-op for sale,0.129,3,1,2184,Queens County,Jamaica,40.7104509,-73.7982064
Co-op for sale,0.329,1,1,2184,Queens County,Woodside,40.739059,-73.9229803
House for sale,0.639,4,2,1856,New York,Staten Island,40.5774962,-74.1181004
Contingent,0.75,4,4,1240,New York,Staten Island,40.5546832,-74.1780566
House for sale,0.499999,3,2,1763,New York,Staten Island,40.6175808,-74.0858322
Co-op for sale,0.56,2,2,2184,Queens County,Forest Hills,40.7223099,-73.84153
Townhouse for sale,1.268,3,2,1513,New York,Queens,40.7240812,-73.8521227
House for sale,1.899,7,4,2800,New York,Brooklyn,40.6049921,-73.9106532
Co-op for sale,0.129,3,1,2184,Queens County,Jamaica,40.7104509,-73.7982064
Co-op for sale,0.888,3,2,1600,Queens County,Forest Hills,40.724514,-73.8458441
Multi-family home for sale,2.1,20,8,7200,New York,Brooklyn,40.6330213,-74.0274188
House for sale,1.25,4,2,2184,New York,Queens,40.7562704,-73.8180817
Condo for sale,1.078,3,2,2184,Queens County,Forest Hills,40.7270139,-73.8523359
Co-op for sale,0.5555549999999999,1,1,2184,New York County,Manhattan,40.7914938,-73.9756337
Co-op for sale,0.2939,1,1,2184,Queens County,Jackson Heights,40.7512505,-73.8814433
House for sale,1.175,3,2,1192,New York,Brooklyn,40.6369819,-74.0276787
Land for sale,0.16,3,2,2184,New York,Queens,40.7066981,-73.7439122
Contingent,0.999999,3,2,1880,New York,Brooklyn,40.6325838,-74.0194607
House for sale,1.448,5,4,2000,New York,Queens,40.735335,-73.7142031
Co-op for sale,0.15,3,1,600,Queens County,Corona,40.7364499,-73.8584826
Condo for sale,0.3549,2,1,673,Kings County,Bay Ridge,40.6343667,-74.0311335
Condo for sale,0.58,2,2,2184,New York,Queens,40.7510826,-73.8738365
House for sale,0.969,3,2,1776,New York,Queens,40.7165988,-73.883495
Condo for sale,0.53,1,1,538,New York,Brooklyn,40.5954596,-73.9968422
Condo for sale,0.624999,3,2,2184,Kings County,Bergen Beach,40.6283771,-73.9175027
House for sale,0.551,3,2,2184,New York,Brooklyn,40.6214749,-73.932287
House for sale,0.45,3,2,1122,New York,The Bronx,40.8408308,-73.7856681
Condo for sale,0.475,2,1,1296,New York,Staten Island,40.5527755,-74.1539297
Condo for sale,0.995,3,2,2184,New York County,Manhattan,40.7974456,-73.9620195
Co-op for sale,0.65,1,1,2184,New York County,Manhattan,40.7582795,-73.9624506
Co-op for sale,0.25,2,1,2184,Queens County,Woodhaven,40.700309,-73.8535466
Co-op for sale,0.125,3,1,600,Bronx County,Pelham Bay,40.8455961,-73.8264218
Co-op for sale,2.2,3,3,2195,New York County,Manhattan,40.7904197,-73.966175
Condo for sale,0.925,2,1,2184,New York County,Manhattan,40.7213854,-73.9939529
House for sale,0.639,3,2,2184,New York,Brooklyn,40.6214608,-73.905805
House for sale,0.215,3,2,1509,New York,Queens,40.6982271,-73.7605874
House for sale,2.05,6,6,5600,New York,Staten Island,40.5856353,-74.1068594
Co-op for sale,0.279,2,2,1050,New York,The Bronx,40.898666,-73.8738365
Condo for sale,0.785,2,2,968,Kings County,Bath Beach,40.6039146,-73.9980848
House for sale,0.669,3,2,1312,New York,Staten Island,40.6013797,-74.1380964
Multi-family home for sale,0.681,6,3,2184,New York,Brooklyn,40.6648825,-73.8826911
Multi-family home for sale,0.53,2,2,1672,New York,Staten Island,40.6268626,-74.1476451
Condo for sale,1.7,2,2,1580,Kings County,Crown Heights,40.6763522,-73.9543474
Co-op for sale,0.339,1,1,1085,Kings County,Fort Hamilton,40.6171201,-74.0385203
House for sale,0.8,3,2,1224,New York,Brooklyn,40.6125589,-73.9230425
Co-op for sale,0.189,1,1,700,Bronx County,North Riverdale,40.906568,-73.8968047
Contingent,0.835,5,2,2050,New York,Staten Island,40.5582716,-74.1160817
House for sale,0.999999,2,2,1198,New York County,Manhattan,40.7803429,-73.947266
Condo for sale,0.575,3,2,877,Queens County,Ridgewood,40.7019793,-73.8942094
Pending,0.34975,1,1,2184,Kings County,Park Slope,40.6585622,-73.9825211
Co-op for sale,0.385,1,1,2184,New York,New York,40.8522694,-73.939181
Pending,0.32489999999999997,2,2,1100,Bronx County,North Riverdale,40.9057959,-73.90002
Co-op for sale,0.175,3,1,2184,Kings County,Kensington,40.6329634,-73.9709274
Multi-family home for sale,0.915999,5,3,2184,New York,Queens,40.7618985,-73.8758538
